iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
BGR,Europe,Bulgaria,30/01/2022,939212,5875,8833,33121,33,69.286,138486.911,866.269,1302.427,4883.695,4.866,10.216,1.04,523,77.116,5347,788.416,,,,,8440034,,1225.704,,37014,5.375,0.2377,4.2,tests performed,4157520,,1993529,606917,1901,8594,61.3,,29.39,8.95,1267,2196,0.032,45.65,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955,60718.7,26.76,41.05,8952.979
BFA,Africa,Burkina Faso,30/01/2022,20624,13,15.714,366,0,1.857,909.598,0.573,0.693,16.142,0,0.082,0.37,,,,,,,,,309604,,14.009,,326,0.015,0.0425,23.5,tests performed,,,,,,27639,,,,,1219,24654,0.109,17.59,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764,,,,
BDI,Africa,Burundi,30/01/2022,37379,0,48.143,14,0,0,2899.939,0,3.735,1.086,0,0,0.69,,,,,,,,,1347636,,107.371,,2760,0.22,0.0223,44.8,tests performed,,,,,,62,,,,,5,80,0.001,21.3,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583,,,,
KHM,Asia,Cambodia,30/01/2022,121242,54,34.571,3015,0,0,7230.622,3.22,2.062,179.808,0,0,1.46,,,,,,,,,,,,,3435,0.207,0.0114,88.1,tests performed,33121317,14352541,13759069,6062858,23476,80875,197.53,85.6,82.06,36.16,4823,2625,0.016,33.37,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,,,,
CMR,Africa,Cameroon,30/01/2022,117676,0,136.857,1907,0,3.857,4215.581,0,4.903,68.316,0,0.138,0.4,,,,,,,,,,,,,,,,,,,,,,,6236,,,,,223,7159,0.026,30.56,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542,,,,
CAN,North America,Canada,30/01/2022,3016024,17695,17714.714,33119,148,159.714,78431.328,460.156,460.669,861.255,3.849,4.153,0.76,1139,29.62,9970,259.269,,,,,56389990,7258,1477.918,0.19,86945,2.279,0.1919,5.2,tests performed,77731817,32304788,30112932,15314097,142866,246591,202.14,84.01,78.31,39.82,6413,17027,0.044,71.72,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,28956.098,4.64,16.98,752.9997
CPV,Africa,Cape Verde,30/01/2022,55658,23,57.429,395,0,1.143,93832.713,38.775,96.818,665.923,0,1.927,0.26,,,,,,,,,,,,,,,,,tests performed,,,,,,2853,,,,,4810,1057,0.178,43.04,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162,,,,
CYM,North America,Cayman Islands,30/01/2022,13788,0,7.714,15,0,0,200634.44,0,112.254,218.271,0,0,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,1601,18,0.026,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722,,,,
CAF,Africa,Central African Republic,30/01/2022,14023,0,17.857,110,0,0,2513.466,0,3.201,19.716,0,0,0.5,,,,,,,,,,,,,155,0.028,0.2645,3.8,tests performed,,,,,,4817,,,,,863,4246,0.076,18.52,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5579148,,,,
TCD,Africa,Chad,30/01/2022,7073,0,26.571,190,0,0.714,399.079,0,1.499,10.72,0,0.04,0.47,,,,,,,,,196852,,11.458,,111,0.006,0.2394,4.2,tests performed,392157,254847,136143,,,1229,2.21,1.44,0.77,,69,0,0,32.41,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312,,,,
CHL,South America,Chile,30/01/2022,2107612,31909,22562.429,39653,33,22.286,107510.732,1627.7,1150.925,2022.727,1.683,1.137,1.54,437,22.292,,,177,9.029,2295,117.07,29579648,130969,1517.435,6.719,110037,5.645,0.2238,4.5,tests performed,46628760,17612082,16942650,12648226,718,60380,237.86,89.84,86.43,64.52,3080,8122,0.041,29.66,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,40879.9,17.49,28.83,2085.3115
CHN,Asia,China,30/01/2022,138799,248,247.857,5700,0,0,97.342,0.174,0.174,3.998,0,0,1.16,,,,,,,,,,,,,14769984,10.358,0,143000.8,tests performed,3000198000,,,,2314000,4582429,210.41,,,,3214,115886,0.008,64.35,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
COL,South America,Colombia,30/01/2022,5837408,20946,21620.429,133560,268,248,112530.456,403.786,416.787,2574.699,5.166,4.781,0.76,,,,,,,,,32050333,59318,622.136,1.151,65927,1.28,0.407,2.5,tests performed,71700174,40286441,31568206,5626752,102787,227804,138.22,77.66,60.86,10.85,4391,73180,0.141,47.95,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,173696.86,33.17,65.38,3348.436
COM,Africa,Comoros,30/01/2022,7829,0,2.571,160,0,0.143,9356.07,0,3.073,191.208,0,0.171,0.75,,,,,,,,,,,,,,,,,,,,,,,2489,,,,,2974,121,0.014,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,,,,
COG,Africa,Congo,30/01/2022,23705,0,31.429,371,0,0,3970.401,0,5.264,62.14,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,1122,,,,,188,1104,0.018,57.22,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,5970430,,,,
COK,Oceania,Cook Islands,30/01/2022,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,352,3,0.018,,,,,,,,,,,,,,76.25,,17032,,,,
CRI,North America,Costa Rica,30/01/2022,682480,7302,5569.143,7533,12,11.714,131731.636,1409.425,1074.951,1454.012,2.316,2.261,1.18,,,,,,,,,2605386,10300,505.512,1.998,13125,2.547,0.388,2.6,people tested,,,,,,12833,,,,,2477,4792,0.092,43.31,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
CIV,Africa,Cote d'Ivoire,30/01/2022,80623,57,72.714,784,2,0.857,2862.977,2.024,2.582,27.84,0.071,0.03,0.56,,,,,,,,,1354210,,49.283,,2295,0.084,0.0323,31,tests performed,,,,,,35031,,,,,1244,12303,0.044,17.59,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,28160548,,,,
HRV,Europe,Croatia,30/01/2022,929502,9904,8505.286,13731,41,51.429,230624.999,2457.348,2110.304,3406.891,10.173,12.76,0.99,,,2008,498.218,,,1630,404.325,4227562,13062,1041.237,3.217,16809,4.14,0.4986,2,people tested,5095795,2294113,2205136,,792,7084,126.44,56.92,54.71,,1758,767,0.019,31.88,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361,17955.5,16.56,29.88,4455.06
CUB,North America,Cuba,30/01/2022,1039842,3059,3034,8390,2,4.571,92742.03,272.828,270.598,748.292,0.178,0.408,0.84,,,,,,,,,,,,,,,,,,34278865,10569265,9823862,5348499,42447,78778,305.73,94.27,87.62,47.7,7026,2727,0.024,22.33,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198,,,,
CUW,North America,Curacao,30/01/2022,36722,0,202.143,225,0,2.143,192087.795,0,1057.382,1176.944,0,11.209,,,,,,,,,,,,,,13,0.068,,,tests performed,240111,105999,97591,36521,149,221,125.6,55.45,51.05,19.1,1156,25,0.013,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173,,,,
CYP,Europe,Cyprus,30/01/2022,248362,2184,2425.714,748,4,3.429,277187.567,2437.481,2707.249,834.815,4.464,3.827,1.03,40,44.643,211,235.489,9,10.045,69,77.008,22608306,85303,25232.287,95.203,101173,112.915,0.0202,49.6,tests performed,,,,,,3013,,,,,3363,277,0.031,46.95,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,1287.4999,9.75,15.46,1028.772
CZE,Europe,Czechia,30/01/2022,3103530,21463,39951.429,37368,28,22.429,295743.564,2045.266,3807.077,3560.895,2.668,2.137,1.28,299,28.492,2380,226.796,228,21.727,2901,276.444,50290247,70945,4784.649,6.75,152979,14.555,0.233,4.3,tests performed,17027645,6925021,6782594,3727831,4829,32609,162.26,65.99,64.63,35.52,3107,1870,0.018,37.65,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,41680.8,17.45,-3.48,3971.8735
COD,Africa,Democratic Republic of Congo,30/01/2022,85509,31,83.429,1278,0,0,863.638,0.313,0.843,12.908,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,7551,,,,,76,5730,0.006,33.33,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,99010216,,,,
DNK,Europe,Denmark,30/01/2022,1677289,41083,45924.857,3717,17,17.286,285143.684,6984.222,7807.35,631.9,2.89,2.939,1.13,31,5.27,948,161.163,,,1973,335.415,59260922,118881,10122.735,20.307,186632,31.88,0.2416,4.1,tests performed,12893277,4769778,4711739,3458787,5339,12310,219.19,81.09,80.1,58.8,2093,406,0.007,33.87,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,1251.7998,1.08,2.6,212.80937
DJI,Africa,Djibouti,30/01/2022,15440,11,24.143,189,0,0,13775.248,9.814,21.54,168.622,0,0,0.48,,,,,,,,,,,,,,,,,,,,,,,530,,,,,473,524,0.047,43.52,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1120851,,,,
DMA,North America,Dominica,30/01/2022,9032,0,73.571,51,0,0.286,124137.552,0,1011.18,700.954,0,3.927,1.07,,,,,,,,,,,,,,,,,,,,,,,74,,,,,1017,49,0.067,65.56,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75,0.742,72758,,,,
DOM,North America,Dominican Republic,30/01/2022,552831,1303,2294.857,4301,3,2.286,49233.219,116.041,204.372,383.032,0.267,0.204,0.75,,,,,,,,,2952303,4483,265.546,0.403,6588,0.593,0.3138,3.2,samples tested,14722610,6996090,5789094,1907481,16747,34695,131.11,62.3,51.56,16.99,3090,2241,0.02,46.93,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821,,,,
ECU,South America,Ecuador,30/01/2022,717085,9861,7488.714,34489,47,28.857,39835.838,547.803,416.017,1915.949,2.611,1.603,1.11,,,,,,,,,2334107,3690,131.146,0.207,10354,0.582,0.662,1.5,people tested,29965534,14645580,13293525,2563226,19297,57249,166.47,81.36,73.85,14.24,3180,7380,0.041,59.01,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,18001002,70698.695,43.88,61.21,3927.4866
EGY,Africa,Egypt,30/01/2022,421478,2018,1854.714,22566,44,33.714,3797.438,18.182,16.711,203.315,0.396,0.304,1.23,,,,,,,,,,,,,,,,,,65052928,38312663,27165187,,,241932,58.61,34.52,24.48,,2180,80228,0.072,39.83,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,110990096,,,,
SLV,North America,El Salvador,30/01/2022,133262,6250,892.857,3884,7,4.714,21031.208,986.366,140.909,612.967,1.105,0.744,0.39,,,,,,,,,1264644,4697,200.287,0.744,4688,0.742,0.184,5.4,tests performed,9978576,4533437,4206985,1238154,,8938,157.48,71.55,66.39,19.54,1411,1528,0.024,36.11,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393,,,,
OWID_ENG,Europe,England,30/01/2022,,,,,,,,,,,,,,457,8.081,12992,229.744,,,10418,184.226,,,,,,,,,,115797791,44007906,40609130,31180755,59491,82715,204.77,77.82,71.81,55.14,1463,13826,0.024,,,,,,,,,,,,,,,,56550000,,,,
GNQ,Africa,Equatorial Guinea,30/01/2022,15802,0,10,182,0,0.143,9434.503,0,5.97,108.662,0,0.085,0.5,,,,,,,,,,,,,282,0.173,0.0567,17.6,tests performed,,,,,,202,,,,,121,155,0.009,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1674916,,,,
ERI,Africa,Eritrea,30/01/2022,9508,19,36.857,97,0,0.857,2580.862,5.157,10.005,26.33,0,0.233,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3684041,,,,
EST,Europe,Estonia,30/01/2022,333678,5998,5923.571,2032,3,3.857,251630.389,4523.16,4467.033,1532.354,2.262,2.909,1.3,18,13.574,341,257.152,13,9.774,318,239.837,2837214,9845,2135.329,7.409,12388,9.323,0.4746,2.1,tests performed,1917820,854127,828116,423156,1087,2690,144.62,64.41,62.45,31.91,2029,278,0.021,45.61,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,3005.8994,9.13,4.86,2266.783
SWZ,Africa,Eswatini,30/01/2022,68329,28,38.286,1374,1,1,56861.228,23.301,31.86,1143.399,0.832,0.832,0.75,,,,,,,,,,,,,,,,,,,,,,,1694,,,,,1410,988,0.082,58.73,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1201680,,,,
ETH,Africa,Ethiopia,30/01/2022,464754,371,431.571,7327,16,13,3766.853,3.007,3.498,59.386,0.13,0.105,0.48,,,,,,,,,4338307,,36.067,,6882,0.057,0.0586,17.1,tests performed,,,,,,403,,,,,3,70,0,40.74,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,123379928,,,,
OWID_EUR,,Europe,30/01/2022,125863586,1437143,1561131.571,1628228,2634,3075,168988.007,1929.549,2096.019,2186.105,3.536,4.129,,,,,,,,,,,,,,,,,,,1205250914,500102576,472178296,250878199,1588496,2542923,161.82,67.15,63.4,33.68,3414,342515,0.046,,,,,,,,,,,,,,,,744807803,,,,
OWID_EUN,,European Union,30/01/2022,85412447,1140159,1251685.143,963368,1498,1838.143,189743.542,2532.86,2780.615,2140.12,3.328,4.083,,,,,,,,,,,,,,,,,,,825569425,330983833,316454108,193806545,1008967,1948101,183.4,73.53,70.3,43.05,4328,169459,0.038,,,,,,,,,,,,,,,,450146793,,,,
FRO,Europe,Faeroe Islands,30/01/2022,18622,575,684.429,18,0,0.143,350584.559,10825.16,12885.302,338.875,0,2.689,,,,,,,,,,747243,2092,14128.782,39.555,3089,58.406,0.2201,4.5,people tested,,,,,,129,,,,,2429,6,0.011,32.41,35.308,,,,,,,,,,,,80.67,,53117,,,,
FLK,South America,Falkland Islands,30/01/2022,89,0,0.429,,0,0,23414.891,0,112.752,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
FJI,Oceania,Fiji,30/01/2022,62373,0,206,798,7,4.286,67084.405,0,221.56,858.278,7.529,4.609,0.83,,,,,,,,,492136,,532.263,,303,0.328,,,tests performed,,,,,,246,,,,,265,85,0.009,67.16,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769,,,,
FIN,Europe,Finland,30/01/2022,501521,6518,7014,2249,20,17.857,90515.084,1176.376,1265.895,405.902,3.61,3.223,0.96,53,9.566,633,114.245,,,,,9498081,11640,1715.696,2.103,20785,3.755,0.328,3,tests performed,10906050,4297954,4133568,2474528,39595,43611,196.83,77.57,74.6,44.66,7871,1440,0.026,34.75,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,3423.4,2.96,7.09,617.85913
FRA,Europe,France,30/01/2022,18311269,330748,334710.143,127665,173,267,283339.402,5117.829,5179.137,1975.424,2.677,4.131,0.93,3641,53.692,31536,465.044,1999,29.478,19686,290.298,233596527,268092,3464.693,3.976,1081051,16.034,0.309,3.2,people tested,137055770,54112053,51617665,32406893,58218,268216,202.11,79.8,76.12,47.79,3955,17756,0.026,44.73,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,83405.414,6.51,11.16,1290.5736
GUF,South America,French Guiana,30/01/2022,75242,0,346.143,371,0,1.714,247044.995,0,1136.504,1218.119,0,5.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,255.2,11.68,48.76,837.9081
PYF,Oceania,French Polynesia,30/01/2022,48266,0,87.143,636,0,0,157581.654,0,284.509,2076.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,708,217,0.071,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292,,,,
GAB,Africa,Gabon,30/01/2022,46722,0,74.857,301,0,0.143,19557.161,0,31.334,125.994,0,0.06,0.69,,,,,,,,,1538075,,656.966,,1796,0.767,0.0647,15.5,tests performed,,,,,,1933,,,,,809,328,0.014,51.88,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,2388997,,,,
GMB,Africa,Gambia,30/01/2022,11863,0,3,364,0,0.286,4383.97,0,1.109,134.516,0,0.106,0.31,,,,,,,,,138597,,52.501,,145,0.055,0.266,3.8,tests performed,,,,,,469,,,,,173,468,0.017,13.89,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,2705995,,,,
GEO,Asia,Georgia,30/01/2022,1162773,17265,15904,14895,34,34.857,310537.779,4610.904,4247.426,3977.956,9.08,9.309,1.41,,,,,,,,,12299129,69190,3272.803,18.411,31924,8.495,0.4982,2,tests performed,2712889,1493168,1219721,,7932,7909,72.45,39.88,32.57,,2112,6126,0.164,44.44,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,3744385,,,,
DEU,Europe,Germany,30/01/2022,9882791,124833,157320.429,122093,138,157.143,118541.561,1497.34,1887.018,1464.474,1.655,1.885,1.42,2268,27.204,,,1298,15.569,8458,101.452,102077126,,1223.821,,366381,4.393,0.404,2.5,tests performed,168904232,63996806,61513501,45687392,75590,371200,202.6,76.76,73.78,54.8,4452,32857,0.039,43.37,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,83369840,91433.31,4.55,-1.28,1096.7192
GHA,Africa,Ghana,30/01/2022,157220,300,118.286,1404,9,2.857,4696.517,8.962,3.533,41.941,0.269,0.085,0.94,,,,,,,,,2235234,,68.079,,3619,0.11,0.0517,19.4,tests performed,,,,,,84487,,,,,2524,24811,0.074,51.07,126.719,21.1,3.385,1.948,4227.63,12,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,33475870,,,,
GIB,Europe,Gibraltar,30/01/2022,12752,142,150,100,0,0,390243.902,4345.564,4590.385,3060.256,0,0,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,2724,3,0.009,,3457.1,,,,,,,,,,,,79.93,,32677,,,,
GRC,Europe,Greece,30/01/2022,1923895,19584,18382.429,23306,80,103.714,185257.601,1885.802,1770.099,2244.204,7.703,9.987,0.96,,,,,209,20.134,2961,285.149,56834286,177960,5441.101,17.037,248207,23.762,0.0735,13.6,samples tested,19319108,7748786,7325393,4829090,25534,41137,186.03,74.62,70.54,46.5,3961,6689,0.064,74.03,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,10384972,26110.998,9.89,25.42,2514.3062
GRL,North America,Greenland,30/01/2022,10627,94,163.143,5,0,0.143,188108.472,1663.894,2887.791,88.505,0,2.529,,,,,,,,,,,,,,,,,,,79539,41183,38356,,,11,140.79,72.9,67.89,,195,6,0.011,29.46,0.137,,,,,,199.941,2.16,,,,,71.7,,56494,,,,
GRD,North America,Grenada,30/01/2022,12246,156,150.857,210,0,0.714,97609.578,1243.434,1202.442,1673.854,0,5.693,0.79,,,,,,,,,,,,,,,,,,,,,,,106,,,,,845,23,0.018,29.45,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,125459,,,,
GLP,North America,Guadeloupe,30/01/2022,104179,0,1918.571,855,0,1.571,263236.491,0,4847.791,2160.389,0,3.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4,,,,,,,,,,,82.14,,395762,1194.4,16.17,58.68,3017.9756
GUM,Oceania,Guam,30/01/2022,25617,0,721.429,285,0,1.286,149124.186,0,4199.651,1659.07,0,7.485,,,,,,,,,,245532,202,1439.783,1.185,1498,8.784,0.559,1.8,tests performed,,,,,,,,,,,,,,,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,171783,,,,
GTM,North America,Guatemala,30/01/2022,685542,4234,2789.286,16343,26,14,38418.813,237.28,156.316,915.887,1.457,0.785,1.2,,,,,,,,,3589175,3534,203.832,0.201,11305,0.642,0.2499,4,people tested,13379287,6909197,5268363,1201727,40258,58248,74.98,38.72,29.52,6.73,3264,10835,0.061,49.85,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,17843914,45929.11,25.73,31.69,2573.937
GGY,Europe,Guernsey,30/01/2022,11136,73,63.857,30,0,0,175843.61,1152.71,1008.34,473.717,0,0,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,1090,0,0,,,,,,,,,,,,,,,,63329,,,,
GIN,Africa,Guinea,30/01/2022,36013,0,15,416,0,0,2598.463,0,1.082,30.016,0,0,0.65,,,,,,,,,,,,,,,,,,,,,,,11953,,,,,862,254,0.002,57.62,51.755,19,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,13859349,,,,
GNB,Africa,Guinea-Bissau,30/01/2022,7586,10,17.429,156,2,0.286,3602.808,4.749,8.277,74.089,0.95,0.136,0.98,,,,,,,,,,,,,,,,,,,,,,,1163,,,,,552,883,0.042,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,2105580,,,,
GUY,South America,Guyana,30/01/2022,58979,375,478.714,1160,4,5.429,72928.195,463.692,591.936,1434.353,4.946,6.712,0.78,,,,,,,,,,,,,,,,,,,,,,,1792,,,,,2216,396,0.049,68.86,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,808727,,,,
HTI,North America,Haiti,30/01/2022,29444,121,105,799,7,2.286,2541.562,10.445,9.063,68.968,0.604,0.197,0.94,,,,,,,,,,,,,468,0.041,0.1233,8.1,tests performed,224249,143733,93809,,,2150,1.94,1.24,0.81,,186,1558,0.013,49.07,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,11585003,,,,
OWID_HIC,,High income,30/01/2022,197676348,2059498,2220634.143,2142335,5840,5167.714,158076.002,1646.92,1775.776,1713.163,4.67,4.132,,,,,,,,,,,,,,,,,,,2251062426,956556666,887718951,432468448,2325248,4771385,180.01,76.49,70.99,34.58,3816,539506,0.043,,,,,,,,,,,,,,,,1250514600,,,,
HND,North America,Honduras,30/01/2022,391874,0,491.143,10504,0,5,37561.52,0,47.077,1006.819,0,0.479,0.55,,,,,,,,,,,,,,,,,,,,,,,21412,,,,,2052,7950,0.076,42.26,82.805,24.9,4.652,2.883,4541.795,16,240.208,7.21,2,,84.169,0.7,75.27,0.634,10432858,,,,
HKG,Asia,Hong Kong,30/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,138860,18.528,,,tests performed,11115213,5356593,4807049,951571,36340,46449,148.42,71.53,64.19,12.71,6202,15833,0.211,65.74,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,7488863,,,,
HUN,Europe,Hungary,30/01/2022,1508358,0,15271.571,41229,0,58.143,151330.59,0,1532.167,4136.424,0,5.833,1.29,,,,,,,,,,,,,39428,4.061,0.3873,2.6,tests performed,,6363112,6101699,3683719,,24110,,63.84,61.22,36.96,2419,2945,0.03,28.61,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9967304,36125.1,13.19,-2.69,3624.3604
ISL,Europe,Iceland,30/01/2022,66069,935,1398.571,48,0,0.286,177174.761,2507.354,3750.497,128.72,0,0.766,1.15,,,,,,,32,86.77,1033308,2941,2790.198,7.941,5623,15.184,,,tests performed,,,,,,1894,,,,,5079,158,0.042,37.96,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,372903,87.49999,1.82,-8.3,234.64545
IND,Asia,India,30/01/2022,41092522,234281,265036.857,494091,893,668.857,28996.12,165.316,187.018,348.645,0.63,0.472,0.82,,,,,,,,,727390698,1615993,516.773,1.148,1695731,1.205,0.1482,6.7,samples tested,1657362150,940755706,705405482,11200962,6900866,5021604,116.95,66.38,49.78,0.79,3543,1540583,0.109,77.81,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,1417173120,,,,
IDN,Asia,Indonesia,30/01/2022,4343185,12422,8115.286,144303,18,11.857,15764.66,45.089,29.456,523.783,0.065,0.043,2.29,,,,,,,,,48343446,205803,176.595,0.752,222605,0.813,0.0365,27.4,people tested,,184557715,128005763,,,1314110,,66.99,46.46,,4770,489483,0.178,60.85,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,275501344,,,,
