iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ZMB,Africa,Zambia,01/01/2022,254274,5081,3620.286,3734,4,6.143,12702.477,253.826,180.855,186.535,0.2,0.307,1.48,,,,,,,,,2970632,11516,152.55,0.591,11801,0.606,0.3192,3.1,tests performed,,,,,,22047,,,,,1101,15561,0.078,37.96,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,20017670,,,,
ZWE,Africa,Zimbabwe,01/01/2022,213258,1530,1503.143,5004,7,19,13066.848,93.747,92.101,306.608,0.429,1.164,0.79,,,,,,,,,1710825,3593,106.97,0.225,5358,0.335,0.2791,3.6,tests performed,7276239,4130228,3140338,5673,11448,9599,44.58,25.31,19.24,0.03,588,4308,0.026,47.22,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,16320539,,,,
AFG,Asia,Afghanistan,01/01/2023,207579,25,36.714,7849,0,0.571,5047.051,0.608,0.893,190.84,0,0.014,0.81,,,,,,,,,,,,,,,,,,,,,,,5102,,,,,124,4897,0.012,,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772,,,,
OWID_AFR,,Africa,01/01/2023,13001367,1460,992.286,258510,6,3.286,9112.661,1.023,0.695,181.19,0.004,0.002,,,,,,,,,,,,,,,,,,,734933334,478686478,393514365,64346344,644127,642909,51.51,33.55,27.58,4.51,451,471796,0.033,,,,,,,,,,,,,,,,1426736614,,,,
ALB,Europe,Albania,01/01/2023,332768,30,16.571,3596,0,0,117076.274,10.555,5.83,1265.165,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,606,,,,,213,65,0.002,,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,2842318,,,,
DZA,Africa,Algeria,01/01/2023,271217,0,3.286,6881,0,0,6040.033,0,0.073,153.241,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228,,,,
ASM,Oceania,American Samoa,01/01/2023,8285,0,2.714,34,0,0,187041.427,0,61.277,767.581,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.205,,,,,,283.75,,,,,,73.74,,44295,,,,
AND,Europe,Andorra,01/01/2023,47751,0,9.286,158,0,0,598061.195,0,116.3,1978.884,0,0,0.84,,,,,,,,,,,,,,,,,,,,,,,12,,,,,150,0,0,,163.755,,,,,,109.135,7.97,29,37.8,,,83.73,0.868,79843,,,,
AGO,Africa,Angola,01/01/2023,105095,0,3.571,1930,0,0.143,2953.02,0,0.1,54.23,0,0.004,0.13,,,,,,,,,,,,,,,,,,23893345,15079129,8306664,1526098,,13735,67.14,42.37,23.34,4.29,386,6357,0.018,,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,35588996,,,,
AIA,North America,Anguilla,01/01/2023,3904,0,0,12,0,0,245890.282,0,0,755.81,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,63,0,0,,,,,,,,,,,,,,81.88,,15877,,,,
ATG,North America,Antigua and Barbuda,01/01/2023,9106,0,0,146,0,0,97107.879,0,0,1556.968,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,93772,,,,
ARG,South America,Argentina,01/01/2023,9963697,72558,10365.429,130171,47,6.714,218932.676,1594.32,227.76,2860.252,1.033,0.148,0.09,,,,,,,,,,,,,,,,,,112873488,41420969,34794908,33840863,772,71163,248.02,91.01,76.45,74.36,1564,1150,0.003,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,45510324,,,,
ARM,Asia,Armenia,01/01/2023,446109,0,5.286,8716,0,0.286,160443.623,0,1.901,3134.72,0,0.103,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,2780472,,,,
ABW,North America,Aruba,01/01/2023,43860,0,15.429,280,0,0,411989.592,0,144.925,2630.121,0,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,19,1,0.001,,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,106459,,,,
OWID_ASI,,Asia,01/01/2023,277102305,2334177,3726989.143,1533260,3228,2173.714,58690.914,494.384,789.385,324.748,0.684,0.46,,,,,,,,,,,,,,,,,,,8901095147,3649341109,3405558933,1743229315,726152,1550728,188.53,77.29,72.13,36.92,328,135803,0.003,,,,,,,,,,,,,,,,4721383370,,,,
AUS,Oceania,Australia,01/01/2023,11047174,0,0,17816,0,47.714,422011.727,0,0,680.587,0,1.823,0.86,121,4.622,3665,140.006,,,,,,,,,,,,,,,,,,,2023,,,,,77,10,0,,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,26177410,,,,
AUT,Europe,Austria,01/01/2023,5705106,4228,3818.714,21518,10,10.143,638182.374,472.951,427.168,2407.038,1.119,1.135,0.87,61,6.824,1218,136.247,,,,,,,,,,,,,,,,,,,1760,,,,,197,31,0,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617,23465.197,9.43,29.64,2619.1873
AZE,Asia,Azerbaijan,01/01/2023,826401,90,72.571,10008,0,0.286,79783.238,8.689,7.006,966.202,0,0.028,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,10358078,,,,
BHS,North America,Bahamas,01/01/2023,37491,0,0,833,0,0,91443.917,0,0,2031.762,0,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,409989,,,,
BHR,Asia,Bahrain,01/01/2023,696614,0,0,1536,0,0,473167.024,0,0,1043.31,0,0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29,0.852,1472237,,,,
BGD,Asia,Bangladesh,01/01/2023,2037142,17,16.857,29440,0,0.143,11900.141,0.099,0.098,171.976,0,0.001,1.3,,,,,,,,,,,,,,,,,,334842984,149140663,125670627,60611619,,0,195.6,87.12,73.41,35.41,0,0,0,,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,171186368,,,,
BRB,North America,Barbados,01/01/2023,105515,0,0,568,0,0,374636.956,0,0,2016.716,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,2,,,,,7,1,0,,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646,,,,
BLR,Europe,Belarus,01/01/2023,994037,0,0,7118,0,0,104251.871,0,0,746.516,0,0,0,,,,,,,,,,,,,,,,,,,,,,,36327,,,,,3810,129,0.001,,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11,74.79,0.823,9534956,,,,
BEL,Europe,Belgium,01/01/2023,4679951,942,910.571,33372,17,13.714,401508.4,80.817,78.121,2863.094,1.458,1.177,0.64,90,7.721,1691,145.076,,,801,68.72,,,,,,,,,,29588420,9264661,9167372,11587017,4,741,253.85,79.48,78.65,99.41,64,21,0,,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923,27894.102,8.49,27.83,2386.9373
BLZ,North America,Belize,01/01/2023,69946,0,38.714,688,0,0,172584.724,0,95.524,1697.571,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,4,,,,,10,1,0,,16.426,25,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285,,,,
BEN,Africa,Benin,01/01/2023,27986,0,0.143,163,0,0,2095.88,0,0.011,12.207,0,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,13352864,,,,
BMU,North America,Bermuda,01/01/2023,18622,0,9.286,153,0,0.143,290030.682,0,144.622,2382.918,0,2.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.82,,,,50669.315,,139.547,13,,,,,82.59,,64207,,,,
BTN,Asia,Bhutan,01/01/2023,62538,7,1,21,0,0,79925.159,8.946,1.278,26.839,0,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,782457,,,,
BOL,South America,Bolivia,01/01/2023,1161018,4861,2039.571,22299,8,2.714,94977.681,397.657,166.848,1824.181,0.654,0.222,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114,,,,
BES,North America,Bonaire Sint Eustatius and Saba,01/01/2023,11716,0,0,40,1,0.143,433091.823,0,0,1478.634,36.966,5.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79,,27052,,,,
BIH,Europe,Bosnia and Herzegovina,01/01/2023,401016,16,17,16227,0,0.714,124018.024,4.948,5.257,5018.355,0,0.221,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530,,,,
BWA,Africa,Botswana,01/01/2023,328249,218,31.143,2787,1,0.143,124795.271,82.88,11.84,1059.575,0.38,0.054,0.19,,,,,,,,,,,,,,,,,,3121142,1691984,1427883,502795,,0,118.66,64.33,54.29,19.12,0,351,0.013,,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,2630300,,,,
BRA,South America,Brazil,01/01/2023,36331281,28866,29563.429,693853,119,158.571,168736.658,134.065,137.304,3222.524,0.553,0.736,1.05,,,,,,,,,,,,,,,,,,480333982,188553963,174887956,,72,6495,223.09,87.57,81.22,,30,1555,0.001,,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504,,,,
VGB,North America,British Virgin Islands,01/01/2023,7305,0,0,64,0,0,233148.219,0,0,2042.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.973,,,,,,,13.67,,,,,79.07,,31332,,,,
BRN,Asia,Brunei,01/01/2023,270199,0,226.286,148,0,0.143,601776.83,0,503.975,329.62,0,0.318,0.55,,,,,,,,,,,,,,,,,,,,,,,80,,,,,178,8,0.002,,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2,30.9,,2.7,75.86,0.838,449002,,,,
BGR,Europe,Bulgaria,01/01/2023,1292104,71,125.286,38108,2,2.571,190520.875,10.469,18.473,5619.029,0.295,0.379,0.85,,,351,51.755,,,,,,,,,,,,,,,,,,,56,,,,,8,36,0.001,,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955,68560.92,21.19,-7.55,10251.77
BFA,Africa,Burkina Faso,01/01/2023,22023,0,2.429,395,0,0,971.299,0,0.107,17.421,0,0,0,,,,,,,,,,,,,,,,,,,,,,,8786,,,,,387,1956,0.009,,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764,,,,
BDI,Africa,Burundi,01/01/2023,52162,0,15.857,15,0,0,4046.834,0,1.23,1.164,0,0,0.11,,,,,,,,,,,,,,,,,,32265,30324,29739,285,,128,0.25,0.24,0.23,0,10,127,0.001,,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583,,,,
KHM,Asia,Cambodia,01/01/2023,138584,6,12.714,3056,0,0,8264.864,0.358,0.758,182.254,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,8109,,,,,484,461,0.003,,90.672,25.6,4.412,2.385,3645.07,,270.892,4,2,33.7,66.229,0.8,69.82,0.594,16767851,,,,
CMR,Africa,Cameroon,01/01/2023,123993,0,0,1965,0,0,4441.878,0,0,70.393,0,0,0.06,,,,,,,,,,,,,,,,,,,,,,,11823,,,,,424,2375,0.009,,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542,,,,
CAN,North America,Canada,01/01/2023,4492512,0,2456,49467,0,44.143,116827.214,0,63.868,1286.383,0,1.148,0.78,262,6.813,5543,144.145,,,,,,,,,,,,,,96307828,34618513,31731346,29957969,4112,11288,250.45,90.03,82.52,77.91,294,2059,0.005,,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,,2.5,82.43,0.929,38454328,,,,
CPV,Africa,Cape Verde,01/01/2023,63200,0,1.429,412,0,0,106547.621,0,2.408,694.583,0,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162,,,,
CYM,North America,Cayman Islands,01/01/2023,31472,0,0,37,0,0,457961.061,0,0,538.401,0,0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,291,1,0.001,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722,,,,
CAF,Africa,Central African Republic,01/01/2023,15360,0,0,113,0,0,2753.109,0,0,20.254,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,4901,,,,,878,3783,0.068,,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1,53.28,0.397,5579148,,,,
TCD,Africa,Chad,01/01/2023,7650,0,0.143,194,0,0,431.635,0,0.008,10.946,0,0,0.32,,,,,,,,,,,,,,,,,,,,,,,70168,,,,,3959,70245,0.396,,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312,,,,
CHL,South America,Chile,01/01/2023,5037527,5175,4481.143,63172,23,22.857,256967.702,263.98,228.586,3222.447,1.173,1.166,1.11,117,5.968,,,,,,,,,,,,,,,,,,,,,1322,,,,,67,91,0,,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736,60898.492,17.91,16.49,3102.3826
CHN,Asia,China,01/01/2023,87090526,2165484,3520696.571,48738,2850,1774.286,61078.125,1518.692,2469.127,34.181,1.999,1.244,1.05,,,,,,,,,,,,,,,,,,3478488000,,,,394000,952714,243.95,,,,668,95800,0.007,,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360,,,,
COL,South America,Colombia,01/01/2023,6345115,0,968,142179,0,14.714,122317.762,0,18.661,2740.851,0,0.284,0,,,,,,,,,,,,,,,,,,,,,,,12319,,,,,237,1412,0.003,,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028,,,,
COM,Africa,Comoros,01/01/2023,8985,0,0.429,160,0,0,10737.551,0,0.512,191.208,0,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,,,,
COG,Africa,Congo,01/01/2023,25063,0,0,386,0,0,4197.855,0,0,64.652,0,0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,5970430,,,,
COK,Oceania,Cook Islands,01/01/2023,6710,0,12.143,1,0,0,393964.302,0,712.944,58.713,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,59,0,0,,,,,,,,,,,,,,76.25,,17032,,,,
CRI,North America,Costa Rica,01/01/2023,1166842,0,736.429,9085,0,1.857,225222.725,0,142.145,1753.578,0,0.358,0.43,,,,,,,,,,,,,,,,,,,,,,,2875,,,,,555,353,0.007,,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836,,,,
CIV,Africa,Cote d'Ivoire,01/01/2023,87941,0,1.143,831,0,0.143,3122.844,0,0.041,29.509,0,0.005,0.54,,,,,,,,,,,,,,,,,,,,,,,18642,,,,,662,8582,0.03,,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,28160548,,,,
HRV,Europe,Croatia,01/01/2023,1263901,384,305,17596,13,11.571,313594.986,95.277,75.676,4365.862,3.226,2.871,1.03,,,,,,,,,,,,,,,,,,5354084,2320673,2250559,,26,159,132.84,57.58,55.84,,39,9,0,,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361,23004.498,14.9,13.9,5738.7646
CUB,North America,Cuba,01/01/2023,1111993,21,23.714,8530,0,0,99177.075,1.873,2.115,760.779,0,0,0.95,,,,,,,,,,,,,,,,,,,,,,,8567,,,,,764,106,0.001,,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198,,,,
CUW,North America,Curacao,01/01/2023,45720,0,1.857,299,0,0,239155.111,0,9.714,1564.028,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173,,,,
CYP,Europe,Cyprus,01/01/2023,631111,0,371.714,1258,0,0.429,704359.453,0,414.856,1404.007,0,0.478,1.29,,,,,,,9,10.045,,,,,,,,,,,,,,,,,,,,,,,,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,2084.0999,10.97,23.59,1653.8585
CZE,Europe,Czechia,01/01/2023,4580195,116,389.143,42163,14,9.571,436458.868,11.054,37.082,4017.824,1.334,0.912,0.71,53,5.051,602,57.366,57,5.432,795,75.758,,,,,,,,,,18588856,6974524,6890978,5134182,5,174,177.14,66.46,65.67,48.92,17,4,0,,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990,,,,
COD,Africa,Democratic Republic of Congo,01/01/2023,95172,0,14.571,1462,0,0,961.234,0,0.147,14.766,0,0,0.65,,,,,,,,,,,,,,,,,,,,,,,39460,,,,,399,38151,0.039,,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,99010216,,,,
DNK,Europe,Denmark,01/01/2023,3389605,1166,1107.714,7793,11,11.571,576242.053,198.223,188.314,1324.831,1.87,1.967,0.75,22,3.74,,,,,803,136.512,,,,,,,,,,13136953,4784788,,3648706,1,47,223.33,81.34,,62.03,8,4,0,,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259,4227.9995,2.52,24.02,715.2873
DJI,Africa,Djibouti,01/01/2023,15690,0,0,189,0,0,13998.292,0,0,168.622,0,0,0,,,,,,,,,,,,,,,,,,,,,,,695,,,,,620,695,0.062,,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1120851,,,,
DMA,North America,Dominica,01/01/2023,15760,0,0,74,0,0,216608.483,0,0,1017.07,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75,0.742,72758,,,,
DOM,North America,Dominican Republic,01/01/2023,659176,167,84.143,4384,0,0,58703.937,14.872,7.493,390.424,0,0,0.24,,,,,,,,,,,,,,,,,,,,,,,712,,,,,63,82,0.001,,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821,,,,
ECU,South America,Ecuador,01/01/2023,1044749,0,612.286,35948,0,2,58038.38,0,34.014,1997,0,0.111,0.22,,,,,,,,,,,,,,,,,,,,,,,2012,,,,,112,131,0.001,,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,18001002,,,,
EGY,Africa,Egypt,01/01/2023,515533,19,2.714,24802,0,0,4644.856,0.171,0.024,223.461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4725,,,,,43,1150,0.001,,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,110990096,,,,
SLV,North America,El Salvador,01/01/2023,201785,0,0,4230,0,0,31845.405,0,0,667.572,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393,,,,
OWID_ENG,Europe,England,01/01/2023,,,,,,,,,,,,,,220,3.89,9417,166.525,,,7039,124.474,,,,,,,,,,144310225,,,63670599,198,6623,255.19,,,112.59,117,342,0.001,,,,,,,,,,,,,,,,56550000,,,,
GNQ,Africa,Equatorial Guinea,01/01/2023,17089,0,0,183,0,0,10202.9,0,0,109.259,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1674916,,,,
ERI,Africa,Eritrea,01/01/2023,10189,0,0,103,0,0,2765.713,0,0,27.958,0,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3684041,,,,
EST,Europe,Estonia,01/01/2023,612329,44,76,2853,0,2.286,461764.289,33.181,57.312,2151.48,0,1.724,1.29,12,9.049,255,192.298,3,2.256,234,176.683,,,,,,,,,,2101436,868570,848148,590587,6,143,158.47,65.5,63.96,44.54,108,9,0.001,,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064,4688.699,9.92,28.98,3544.6226
SWZ,Africa,Eswatini,01/01/2023,74034,13,1.857,1422,0,0,61608.748,10.818,1.545,1183.343,0,0,0.76,,,,,,,,,,,,,,,,,,,,,,,1349,,,,,1123,0,0,,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1201680,,,,
ETH,Africa,Ethiopia,01/01/2023,498001,27,129.286,7572,0,0,4036.321,0.219,1.048,61.371,0,0,1.03,,,,,,,,,,,,,,,,,,,,,,,5741,,,,,47,3886,0.003,,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,123379928,,,,
OWID_EUR,,Europe,01/01/2023,243307913,76101,98619.143,1993842,648,837.571,326672.078,102.175,132.409,2676.989,0.87,1.125,,,,,,,,,,,,,,,,,,,1369615873,519163754,498104566,353622235,68465,137798,183.89,69.7,66.88,47.48,185,11958,0.002,,,,,,,,,,,,,,,,744807803,,,,
OWID_EUN,,European Union,01/01/2023,179908133,63347,84320.571,1196383,401,590.429,399665.478,140.725,187.318,2657.762,0.891,1.312,,,,,,,,,,,,,,,,,,,934256075,335406672,327669174,276013267,29956,74593,207.54,74.51,72.79,61.32,166,7520,0.002,,,,,,,,,,,,,,,,450146793,,,,
FRO,Europe,Faeroe Islands,01/01/2023,34658,0,0,28,0,0,652484.139,0,0,527.138,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.308,,,,,,,,,,,,80.67,,53117,,,,
FLK,South America,Falkland Islands,01/01/2023,1923,0,0,,0,0,505919.495,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801,,,,
FJI,Oceania,Fiji,01/01/2023,68750,0,6.857,881,0,0,73943.098,0,7.375,947.547,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,,31,,,,,33,4,0,,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769,,,,
FIN,Europe,Finland,01/01/2023,1454474,596,611.571,8602,18,18,262505.132,107.567,110.377,1552.499,3.249,3.249,0.11,,,,,,,,,,,,,,,,,,,,,,,1028,,,,,186,1,0,,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745,10307.8,6.2,4.94,1858.7764
FRA,Europe,France,01/01/2023,38221649,21836,21896.286,158370,52,113.857,591422.646,337.879,338.812,2450.538,0.805,1.762,0.75,1477,21.78,24157,356.23,754,11.119,7387,108.932,,,,,,,,,,153444806,54639486,53144055,46743454,951,21173,226.28,80.57,78.37,68.93,312,346,0.001,,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000,120420.83,6.54,21.99,1859.592
GUF,South America,French Guiana,01/01/2023,97879,0,14.714,413,0,0,321369.94,0,48.312,1356.019,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568,259.40002,8.13,70.1,830.9815
PYF,Oceania,French Polynesia,01/01/2023,77957,0,6.714,649,0,0,254518.564,0,21.921,2118.893,0,0,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,238,2,0.001,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292,,,,
GAB,Africa,Gabon,01/01/2023,48980,0,0.143,306,0,0,20502.328,0,0.06,128.087,0,0,0.08,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,3,0,,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,2388997,,,,
GMB,Africa,Gambia,01/01/2023,12586,0,0,372,0,0,4651.154,0,0,137.473,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,8164,,,,,3017,5014,0.185,,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,2705995,,,,
